province,cultivated_areas,harvested_area,product,rain,fertilizer_price,oil_price,plant_price,year,type
กาญจนบุรี,468448,460146,1530105,824.4,15922.24,38.4,2.17,2557,มันสำปะหลัง
ราชบุรี,77685,74175,234426,1015.8,15922.24,38.4,2.17,2557,มันสำปะหลัง
สมุทรสงคราม,0,0,0,0,15922.24,38.4,2.17,2557,มันสำปะหลัง
เพชรบุรี,1086,1043,3447,929.3,15922.24,38.4,2.17,2557,มันสำปะหลัง
ประจวบคีรีขันธ์,773,773,2686,998.5,15922.24,38.4,2.17,2557,มันสำปะหลัง
ชุมพร,0,0,0,1678,15922.24,38.4,2.17,2557,มันสำปะหลัง
ระนอง,0,0,0,4779.2,15922.24,38.4,2.17,2557,มันสำปะหลัง
สุราษฎร์ธานี,0,0,0,1629.4,15922.24,38.4,2.17,2557,มันสำปะหลัง
พังงา,0,0,0,0,15922.24,38.4,2.17,2557,มันสำปะหลัง
ภูเก็ต,0,0,0,2827.6,15922.24,38.4,2.17,2557,มันสำปะหลัง
กระบี่,0,0,0,2318.6,15922.24,38.4,2.17,2557,มันสำปะหลัง
ตรัง,0,0,0,2076.9,15922.24,38.4,2.17,2557,มันสำปะหลัง
นครศรีธรรมราช,0,0,0,2318.4,15922.24,38.4,2.17,2557,มันสำปะหลัง
พัทลุง,0,0,0,2157.5,15922.24,38.4,2.17,2557,มันสำปะหลัง
สงขลา,0,0,0,1943,15922.24,38.4,2.17,2557,มันสำปะหลัง
สตูล,0,0,0,2341.2,15922.24,38.4,2.17,2557,มันสำปะหลัง
ปัตตานี,0,0,0,2013.9,15922.24,38.4,2.17,2557,มันสำปะหลัง
ยะลา,0,0,0,2079.2,15922.24,38.4,2.17,2557,มันสำปะหลัง
นราธิวาส,0,0,0,2377.8,15922.24,38.4,2.17,2557,มันสำปะหลัง
เชียงราย,66660,65061,217040,1431.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
พะเยา,11291,11291,37829,807.5,17120.31,28.92,2.2,2558,มันสำปะหลัง
ลำปาง,28768,28211,90634,916.8,17120.31,28.92,2.2,2558,มันสำปะหลัง
ลำพูน,4391,4365,12270,1076.1,17120.31,28.92,2.2,2558,มันสำปะหลัง
เชียงใหม่,2164,2141,7172,831.8,17120.31,28.92,2.2,2558,มันสำปะหลัง
แม่ฮ่องสอน,0,0,0,1064.9,17120.31,28.92,2.2,2558,มันสำปะหลัง
ตาก,157583,153772,568650,778.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
กําแพงเพชร,677399,656283,2667934,967,17120.31,28.92,2.2,2558,มันสำปะหลัง
สุโขทัย,69153,68052,217635,869.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
แพร่,20144,19677,59971,902.3,17120.31,28.92,2.2,2558,มันสำปะหลัง
น่าน,1856,1856,5813,1130.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
อุตรดิตถ์,28846,28413,95413,825.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
พิษณุโลก,170491,158254,529120,891.3,17120.31,28.92,2.2,2558,มันสำปะหลัง
พิจิตร,24487,22931,78561,909.3,17120.31,28.92,2.2,2558,มันสำปะหลัง
นครสวรรค์,439814,383852,1363349,771.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
อุทัยธานี,155753,148726,534945,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
เพชรบูรณ์,194079,191502,691259,827.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
เลย,341718,335346,1124664,862.3,17120.31,28.92,2.2,2558,มันสำปะหลัง
หนองบัวลำภู,69261,67317,228370,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
อุดรธานี,297993,294655,1113447,1129.1,17120.31,28.92,2.2,2558,มันสำปะหลัง
หนองคาย,17468,16718,52464,1523.5,17120.31,28.92,2.2,2558,มันสำปะหลัง
บึงกาฬ,12859,12859,37640,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
สกลนคร,123404,121240,379540,1439.9,17120.31,28.92,2.2,2558,มันสำปะหลัง
นครพนม,51078,49388,156671,2079.2,17120.31,28.92,2.2,2558,มันสำปะหลัง
มุกดาหาร,153250,146118,497661,1013.9,17120.31,28.92,2.2,2558,มันสำปะหลัง
ยโสธร,88327,85917,302958,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
อํานาจเจริญ,60880,58532,196269,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
อุบลราชธานี,435605,418167,1424142,1329.9,17120.31,28.92,2.2,2558,มันสำปะหลัง
ศรีสะเกษ,148235,143852,509338,1382.5,17120.31,28.92,2.2,2558,มันสำปะหลัง
สุรินทร์,80520,73179,242314,1258.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
บุรีรัมย์,239540,231218,966749,1029.3,17120.31,28.92,2.2,2558,มันสำปะหลัง
มหาสารคาม,104282,102488,327293,832,17120.31,28.92,2.2,2558,มันสำปะหลัง
ร้อยเอ็ด,46728,45485,145176,1051.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
กาฬสินธุ์,224366,221649,761820,1283.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
ขอนแก่น,197328,194588,633817,998.9,17120.31,28.92,2.2,2558,มันสำปะหลัง
ชัยภูมิ,526054,517559,1841029,912.8,17120.31,28.92,2.2,2558,มันสำปะหลัง
นครราชสีมา,1672896,1549206,5922085,1171.1,17120.31,28.92,2.2,2558,มันสำปะหลัง
สระบุรี,34476,34476,120265,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
ลพบุรี,260894,248043,856450,1185.1,17120.31,28.92,2.2,2558,มันสำปะหลัง
สิงห์บุรี,0,0,0,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
ชัยนาท,68400,66859,212713,985.8,17120.31,28.92,2.2,2558,มันสำปะหลัง
สุพรรณบุรี,39949,39575,129199,960.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
อ่างทอง,0,0,0,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
พระนครศรีอยุธยา,0,0,0,1152.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
นนทบุรี,0,0,0,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
กรงุเทพมหานคร,0,0,0,1907.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
ปทุมธานี,0,0,0,1045.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
นครนายก,0,0,0,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
ปราจีนบุรี,154689,152321,540881,1628,17120.31,28.92,2.2,2558,มันสำปะหลัง
ฉะเชิงเทรา,283848,281496,1014003,1406.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
สระแก้ว,446238,437586,1555773,1252.1,17120.31,28.92,2.2,2558,มันสำปะหลัง
จันทบุรี,217621,212794,730152,2721.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
ตราด,0,0,0,3918.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
ระยอง,45163,44175,194711,1449.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
ชลบุรี,274826,267510,1140283,1046,17120.31,28.92,2.2,2558,มันสำปะหลัง
สมุทรปราการ,0,0,0,1648.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
สมุทรสาคร,0,0,0,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
นครปฐม,0,0,0,1171.6,17120.31,28.92,2.2,2558,มันสำปะหลัง
กาญจนบุรี,470854,469205,1575692,963.2,17120.31,28.92,2.2,2558,มันสำปะหลัง
ราชบุรี,76184,75588,240634,935.1,17120.31,28.92,2.2,2558,มันสำปะหลัง
สมุทรสงคราม,0,0,0,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
เพชรบุรี,1068,1011,3113,794.1,17120.31,28.92,2.2,2558,มันสำปะหลัง
ประจวบคีรีขันธ์,837,837,2830,978.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
ชุมพร,0,0,0,2107.8,17120.31,28.92,2.2,2558,มันสำปะหลัง
ระนอง,0,0,0,3596.2,17120.31,28.92,2.2,2558,มันสำปะหลัง
สุราษฎร์ธานี,0,0,0,1454.9,17120.31,28.92,2.2,2558,มันสำปะหลัง
พังงา,0,0,0,0,17120.31,28.92,2.2,2558,มันสำปะหลัง
ภูเก็ต,0,0,0,2485.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
กระบี่,0,0,0,1976,17120.31,28.92,2.2,2558,มันสำปะหลัง
ตรัง,0,0,0,1973.5,17120.31,28.92,2.2,2558,มันสำปะหลัง
นครศรีธรรมราช,0,0,0,2091,17120.31,28.92,2.2,2558,มันสำปะหลัง
พัทลุง,0,0,0,2032.4,17120.31,28.92,2.2,2558,มันสำปะหลัง
สงขลา,0,0,0,1573.8,17120.31,28.92,2.2,2558,มันสำปะหลัง
สตูล,0,0,0,2649.3,17120.31,28.92,2.2,2558,มันสำปะหลัง
ปัตตานี,0,0,0,1189.7,17120.31,28.92,2.2,2558,มันสำปะหลัง
ยะลา,0,0,0,1753.8,17120.31,28.92,2.2,2558,มันสำปะหลัง
นราธิวาส,0,0,0,1987.2,17120.31,28.92,2.2,2558,มันสำปะหลัง
เชียงราย,69361,68284,213643,1875.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
พะเยา,13745,13629,44661,1071.4,16517.81,26.42,1.81,2559,มันสำปะหลัง
ลำปาง,35484,33978,106649,1096.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
ลำพูน,3738,3602,10167,1313.4,16517.81,26.42,1.81,2559,มันสำปะหลัง
เชียงใหม่,2295,2259,6994,1179.3,16517.81,26.42,1.81,2559,มันสำปะหลัง
แม่ฮ่องสอน,0,0,0,1119.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
ตาก,148898,148430,498004,1150.5,16517.81,26.42,1.81,2559,มันสำปะหลัง
กําแพงเพชร,701222,654847,2337078,1168.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
สุโขทัย,96224,81220,225001,1272,16517.81,26.42,1.81,2559,มันสำปะหลัง
แพร่,23782,23244,69649,1342.6,16517.81,26.42,1.81,2559,มันสำปะหลัง
น่าน,1839,1839,5584,1412.7,16517.81,26.42,1.81,2559,มันสำปะหลัง
อุตรดิตถ์,30501,29424,92720,1355.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
พิษณุโลก,188249,159078,491566,1380.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
พิจิตร,24466,23157,73852,1170,16517.81,26.42,1.81,2559,มันสำปะหลัง
นครสวรรค์,392039,368453,1244435,1538.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
อุทัยธานี,156840,149552,502616,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
เพชรบูรณ์,210770,204623,739711,1039.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
เลย,354728,349315,1145494,1406.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
หนองบัวลำภู,65415,63811,228279,1541.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
อุดรธานี,311802,307248,1130567,1477,16517.81,26.42,1.81,2559,มันสำปะหลัง
หนองคาย,16533,16100,50771,1955,16517.81,26.42,1.81,2559,มันสำปะหลัง
บึงกาฬ,13394,13126,37433,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
สกลนคร,130762,127437,402202,1349.3,16517.81,26.42,1.81,2559,มันสำปะหลัง
นครพนม,36481,36481,117388,1349.3,16517.81,26.42,1.81,2559,มันสำปะหลัง
มุกดาหาร,142308,142308,490998,1307.7,16517.81,26.42,1.81,2559,มันสำปะหลัง
ยโสธร,90451,88320,313660,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
อํานาจเจริญ,66960,64453,219535,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
อุบลราชธานี,453032,441454,1493664,1905.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
ศรีสะเกษ,157927,153279,525544,1310.6,16517.81,26.42,1.81,2559,มันสำปะหลัง
สุรินทร์,103111,102916,379513,1406.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
บุรีรัมย์,238733,238698,937810,1370.7,16517.81,26.42,1.81,2559,มันสำปะหลัง
มหาสารคาม,110802,110718,359681,1728.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
ร้อยเอ็ด,52212,52142,168904,1440.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
กาฬสินธุ์,252183,252155,880668,1463.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
ขอนแก่น,206444,206315,683735,1368.1,16517.81,26.42,1.81,2559,มันสำปะหลัง
ชัยภูมิ,541038,540780,1818426,1234.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
นครราชสีมา,1523512,1522905,5572432,1090.1,16517.81,26.42,1.81,2559,มันสำปะหลัง
สระบุรี,43221,42198,130894,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
ลพบุรี,292796,272090,927304,1123.1,16517.81,26.42,1.81,2559,มันสำปะหลัง
สิงห์บุรี,0,0,0,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
ชัยนาท,77569,75155,229337,1182.3,16517.81,26.42,1.81,2559,มันสำปะหลัง
สุพรรณบุรี,40552,39592,128760,1090.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
อ่างทอง,0,0,0,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
พระนครศรีอยุธยา,0,0,0,1028.7,16517.81,26.42,1.81,2559,มันสำปะหลัง
นนทบุรี,0,0,0,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
กรงุเทพมหานคร,0,0,0,2006.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
ปทุมธานี,0,0,0,1027.5,16517.81,26.42,1.81,2559,มันสำปะหลัง
นครนายก,0,0,0,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
ปราจีนบุรี,149121,144404,465796,1662.5,16517.81,26.42,1.81,2559,มันสำปะหลัง
ฉะเชิงเทรา,273093,271087,884091,1319.4,16517.81,26.42,1.81,2559,มันสำปะหลัง
สระแก้ว,448730,431891,1378555,1450.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
จันทบุรี,160828,155807,482355,3400.6,16517.81,26.42,1.81,2559,มันสำปะหลัง
ตราด,0,0,0,5669.6,16517.81,26.42,1.81,2559,มันสำปะหลัง
ระยอง,41249,39439,171891,1308.5,16517.81,26.42,1.81,2559,มันสำปะหลัง
ชลบุรี,254223,245404,982910,1463.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
สมุทรปราการ,0,0,0,1463.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
สมุทรสาคร,0,0,0,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
นครปฐม,0,0,0,789.7,16517.81,26.42,1.81,2559,มันสำปะหลัง
กาญจนบุรี,485617,473917,1512391,1194.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
ราชบุรี,79197,77178,242929,1243.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
สมุทรสงคราม,0,0,0,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
เพชรบุรี,696,696,2114,1133,16517.81,26.42,1.81,2559,มันสำปะหลัง
ประจวบคีรีขันธ์,839,839,2742,1084,16517.81,26.42,1.81,2559,มันสำปะหลัง
ชุมพร,0,0,0,1778.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
ระนอง,0,0,0,4924.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
สุราษฎร์ธานี,0,0,0,1447.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
พังงา,0,0,0,0,16517.81,26.42,1.81,2559,มันสำปะหลัง
ภูเก็ต,0,0,0,2536.5,16517.81,26.42,1.81,2559,มันสำปะหลัง
กระบี่,0,0,0,2536.5,16517.81,26.42,1.81,2559,มันสำปะหลัง
ตรัง,0,0,0,2559.8,16517.81,26.42,1.81,2559,มันสำปะหลัง
นครศรีธรรมราช,0,0,0,2448.9,16517.81,26.42,1.81,2559,มันสำปะหลัง
พัทลุง,0,0,0,2114.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
สงขลา,0,0,0,2191.5,16517.81,26.42,1.81,2559,มันสำปะหลัง
สตูล,0,0,0,1940,16517.81,26.42,1.81,2559,มันสำปะหลัง
ปัตตานี,0,0,0,1781.4,16517.81,26.42,1.81,2559,มันสำปะหลัง
ยะลา,0,0,0,1715,16517.81,26.42,1.81,2559,มันสำปะหลัง
นราธิวาส,0,0,0,2726.2,16517.81,26.42,1.81,2559,มันสำปะหลัง
เชียงราย,60798,60798,190889,2244.7,13699.45,29.01,1.43,2560,มันสำปะหลัง
พะเยา,13183,12485,39257,1286,13699.45,29.01,1.43,2560,มันสำปะหลัง
ลำปาง,32250,30744,99895,1511.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
ลำพูน,3919,3783,11726,1489.5,13699.45,29.01,1.43,2560,มันสำปะหลัง
เชียงใหม่,1492,1461,4562,1419.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
แม่ฮ่องสอน,0,0,0,1285,13699.45,29.01,1.43,2560,มันสำปะหลัง
ตาก,134433,134195,461308,1402.7,13699.45,29.01,1.43,2560,มันสำปะหลัง
กําแพงเพชร,680839,678582,2407241,1863.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
สุโขทัย,84099,82974,240050,1694.3,13699.45,29.01,1.43,2560,มันสำปะหลัง
แพร่,21976,21418,64093,1411.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
น่าน,3614,3614,10709,1205.3,13699.45,29.01,1.43,2560,มันสำปะหลัง
อุตรดิตถ์,26225,25763,80998,1552.1,13699.45,29.01,1.43,2560,มันสำปะหลัง
พิษณุโลก,161605,156982,492706,1621.1,13699.45,29.01,1.43,2560,มันสำปะหลัง
พิจิตร,22195,21823,67670,1542.7,13699.45,29.01,1.43,2560,มันสำปะหลัง
นครสวรรค์,370019,356827,1143806,1760.5,13699.45,29.01,1.43,2560,มันสำปะหลัง
อุทัยธานี,155312,151590,513444,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
เพชรบูรณ์,212987,208988,723888,1373.7,13699.45,29.01,1.43,2560,มันสำปะหลัง
เลย,306952,302789,1044323,1522,13699.45,29.01,1.43,2560,มันสำปะหลัง
หนองบัวลำภู,65049,61871,223764,1608.2,13699.45,29.01,1.43,2560,มันสำปะหลัง
อุดรธานี,249762,246209,925753,1860.2,13699.45,29.01,1.43,2560,มันสำปะหลัง
หนองคาย,16923,16498,51926,2087.3,13699.45,29.01,1.43,2560,มันสำปะหลัง
บึงกาฬ,8848,8656,24372,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
สกลนคร,122661,120077,370380,2422.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
นครพนม,29611,29174,96670,2663.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
มุกดาหาร,142057,138831,507843,2056.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
ยโสธร,92157,90726,334562,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
อํานาจเจริญ,89920,88353,317478,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
อุบลราชธานี,453629,445435,1575033,1794.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
ศรีสะเกษ,140475,138092,496034,1663.4,13699.45,29.01,1.43,2560,มันสำปะหลัง
สุรินทร์,102851,101200,386948,1512,13699.45,29.01,1.43,2560,มันสำปะหลัง
บุรีรัมย์,240435,237002,952503,1873.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
มหาสารคาม,140516,120483,383242,1890.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
ร้อยเอ็ด,55021,53861,176199,1759.1,13699.45,29.01,1.43,2560,มันสำปะหลัง
กาฬสินธุ์,246453,243222,875616,1713.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
ขอนแก่น,232674,216644,737716,1426.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
ชัยภูมิ,556621,540944,1840241,1135.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
นครราชสีมา,1514592,1488646,5514475,1652.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
สระบุรี,46402,45378,139998,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
ลพบุรี,304994,293028,977408,1282.4,13699.45,29.01,1.43,2560,มันสำปะหลัง
สิงห์บุรี,0,0,0,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
ชัยนาท,87236,79538,237591,1195.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
สุพรรณบุรี,43313,42353,134733,1357.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
อ่างทอง,0,0,0,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
พระนครศรีอยุธยา,0,0,0,1369.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
นนทบุรี,0,0,0,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
กรงุเทพมหานคร,0,0,0,2675.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
ปทุมธานี,0,0,0,1575.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
นครนายก,0,0,0,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
ปราจีนบุรี,128747,125886,444895,1895.3,13699.45,29.01,1.43,2560,มันสำปะหลัง
ฉะเชิงเทรา,233132,231231,777241,1865.3,13699.45,29.01,1.43,2560,มันสำปะหลัง
สระแก้ว,406477,386227,1347902,1474.4,13699.45,29.01,1.43,2560,มันสำปะหลัง
จันทบุรี,131233,130770,441725,3681.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
ตราด,0,0,0,4530.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
ระยอง,36936,36487,174397,1659.2,13699.45,29.01,1.43,2560,มันสำปะหลัง
ชลบุรี,156758,155000,635481,1462.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
สมุทรปราการ,0,0,0,1650.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
สมุทรสาคร,0,0,0,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
นครปฐม,0,0,0,1228,13699.45,29.01,1.43,2560,มันสำปะหลัง
กาญจนบุรี,472514,469733,1541046,1230.5,13699.45,29.01,1.43,2560,มันสำปะหลัง
ราชบุรี,76120,75723,247793,1207.9,13699.45,29.01,1.43,2560,มันสำปะหลัง
สมุทรสงคราม,0,0,0,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
เพชรบุรี,1520,1520,4781,1499.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
ประจวบคีรีขันธ์,857,857,2879,1474.5,13699.45,29.01,1.43,2560,มันสำปะหลัง
ชุมพร,0,0,0,2489,13699.45,29.01,1.43,2560,มันสำปะหลัง
ระนอง,0,0,0,4692.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
สุราษฎร์ธานี,0,0,0,1631.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
พังงา,0,0,0,0,13699.45,29.01,1.43,2560,มันสำปะหลัง
ภูเก็ต,0,0,0,2766.4,13699.45,29.01,1.43,2560,มันสำปะหลัง
กระบี่,0,0,0,2711.2,13699.45,29.01,1.43,2560,มันสำปะหลัง
ตรัง,0,0,0,3221.6,13699.45,29.01,1.43,2560,มันสำปะหลัง
นครศรีธรรมราช,0,0,0,4478.3,13699.45,29.01,1.43,2560,มันสำปะหลัง
พัทลุง,0,0,0,3596.1,13699.45,29.01,1.43,2560,มันสำปะหลัง
สงขลา,0,0,0,3424.7,13699.45,29.01,1.43,2560,มันสำปะหลัง
สตูล,0,0,0,3039,13699.45,29.01,1.43,2560,มันสำปะหลัง
ปัตตานี,0,0,0,3093.8,13699.45,29.01,1.43,2560,มันสำปะหลัง
ยะลา,0,0,0,3667,13699.45,29.01,1.43,2560,มันสำปะหลัง
นราธิวาส,0,0,0,4802.4,13699.45,29.01,1.43,2560,มันสำปะหลัง
เชียงราย,52222,51134,160065,1928.5,13821.24,31.13,2.11,2561,มันสำปะหลัง
พะเยา,24553,23989,76568,1448.7,13821.24,31.13,2.11,2561,มันสำปะหลัง
ลำปาง,36304,35142,113427,1170.2,13821.24,31.13,2.11,2561,มันสำปะหลัง
ลำพูน,3627,3547,11068,1121.2,13821.24,31.13,2.11,2561,มันสำปะหลัง
เชียงใหม่,1679,1620,5183,972.4,13821.24,31.13,2.11,2561,มันสำปะหลัง
แม่ฮ่องสอน,0,0,0,1169.1,13821.24,31.13,2.11,2561,มันสำปะหลัง
ตาก,134340,129578,451612,926.7,13821.24,31.13,2.11,2561,มันสำปะหลัง
กําแพงเพชร,658747,651439,2341292,1129.6,13821.24,31.13,2.11,2561,มันสำปะหลัง
สุโขทัย,83245,80948,268186,880.1,13821.24,31.13,2.11,2561,มันสำปะหลัง
แพร่,22775,22171,68801,1023.5,13821.24,31.13,2.11,2561,มันสำปะหลัง
น่าน,6825,6552,19712,1064.8,13821.24,31.13,2.11,2561,มันสำปะหลัง
อุตรดิตถ์,27056,26469,85697,1329.9,13821.24,31.13,2.11,2561,มันสำปะหลัง
พิษณุโลก,159974,157361,506638,1140.2,13821.24,31.13,2.11,2561,มันสำปะหลัง
พิจิตร,15694,15661,49435,1054.4,13821.24,31.13,2.11,2561,มันสำปะหลัง
นครสวรรค์,359899,357132,1162185,883.8,13821.24,31.13,2.11,2561,มันสำปะหลัง
อุทัยธานี,147066,142524,487963,0,13821.24,31.13,2.11,2561,มันสำปะหลัง
เพชรบูรณ์,194740,194174,672883,998.2,13821.24,31.13,2.11,2561,มันสำปะหลัง
เลย,329929,325647,1115774,1073.7,13821.24,31.13,2.11,2561,มันสำปะหลัง
หนองบัวลำภู,64301,62306,222125,1308.7,13821.24,31.13,2.11,2561,มันสำปะหลัง
อุดรธานี,238018,234794,871482,1423.7,13821.24,31.13,2.11,2561,มันสำปะหลัง
หนองคาย,12968,12695,41243,1667.4,13821.24,31.13,2.11,2561,มันสำปะหลัง
บึงกาฬ,7206,6935,20044,0,13821.24,31.13,2.11,2561,มันสำปะหลัง
สกลนคร,108493,105837,333302,1560,13821.24,31.13,2.11,2561,มันสำปะหลัง
นครพนม,19436,18797,59590,2666.9,13821.24,31.13,2.11,2561,มันสำปะหลัง
มุกดาหาร,137022,133780,481759,1929,13821.24,31.13,2.11,2561,มันสำปะหลัง
ยโสธร,89432,87553,319787,0,13821.24,31.13,2.11,2561,มันสำปะหลัง
อํานาจเจริญ,98712,96293,343245,0,13821.24,31.13,2.11,2561,มันสำปะหลัง
อุบลราชธานี,467806,442615,1561688,1731.6,13821.24,31.13,2.11,2561,มันสำปะหลัง
ศรีสะเกษ,142226,139709,503287,1435.6,13821.24,31.13,2.11,2561,มันสำปะหลัง
สุรินทร์,105191,101487,390032,1125.1,13821.24,31.13,2.11,2561,มันสำปะหลัง
บุรีรัมย์,245206,237640,969635,831.6,13821.24,31.13,2.11,2561,มันสำปะหลัง
มหาสารคาม,124619,121341,383371,1225.1,13821.24,31.13,2.11,2561,มันสำปะหลัง
ร้อยเอ็ด,52039,50671,169194,1224.6,13821.24,31.13,2.11,2561,มันสำปะหลัง
กาฬสินธุ์,241523,238903,856325,1108.6,13821.24,31.13,2.11,2561,มันสำปะหลัง
ขอนแก่น,232949,212592,732135,1304.8,13821.24,31.13,2.11,2561,มันสำปะหลัง
ชัยภูมิ,608541,523793,1787328,911.6,13821.24,31.13,2.11,2561,มันสำปะหลัง
นครราชสีมา,1439075,1405679,5298895,962.3,13821.24,31.13,2.11,2561,มันสำปะหลัง
สระบุรี,42236,41587,134274,0,13821.24,31.13,2.11,2561,มันสำปะหลัง
ลพบุรี,305519,279544,924677,1281.4,13821.24,31.13,2.11,2561,มันสำปะหลัง
สิงห์บุรี,0,0,0,0,13821.24,31.13,2.11,2561,มันสำปะหลัง
ชัยนาท,81572,80121,241872,791.7,13821.24,31.13,2.11,2561,มันสำปะหลัง
