province,cultivated_areas,harvested_area,product,rain,fertilizer_price,oil_price,plant_price,year,type
น่าน,308638,305413,156750,1275,13734.83,29.74,8.05,2562,ข้าว
อุตรดิตถ์,582849,529032,313034,842.8,13734.83,29.74,8.05,2562,ข้าว
พิษณุโลก,1391726,1341936,774482,867.6,13734.83,29.74,8.05,2562,ข้าว
พิจิตร,1729583,1667595,1033110,837.6,13734.83,29.74,8.05,2562,ข้าว
นครสวรรค์,2370216,2222823,1270411,975.4,13734.83,29.74,8.05,2562,ข้าว
อุทัยธานี,515589,340256,214024,0,13734.83,29.74,8.05,2562,ข้าว
เพชรบูรณ์,1163411,1105396,619863,880.8,13734.83,29.74,8.05,2562,ข้าว
เลย,427153,402680,135705,624.9,13734.83,29.74,8.05,2562,ข้าว
หนองบัวลำภู,678756,636631,212379,1024,13734.83,29.74,8.05,2562,ข้าว
อุดรธานี,1932381,1869622,667337,1285.7,13734.83,29.74,8.05,2562,ข้าว
หนองคาย,565535,528358,185231,1544.6,13734.83,29.74,8.05,2562,ข้าว
บึงกาฬ,488144,454161,141353,0,13734.83,29.74,8.05,2562,ข้าว
สกลนคร,2160571,2059417,686235,1213,13734.83,29.74,8.05,2562,ข้าว
นครพนม,1453597,1441663,504766,2178.1,13734.83,29.74,8.05,2562,ข้าว
มุกดาหาร,475555,463618,185931,1587,13734.83,29.74,8.05,2562,ข้าว
ยโสธร,1338008,1071448,385878,0,13734.83,29.74,8.05,2562,ข้าว
อํานาจเจริญ,1051308,967422,336807,0,13734.83,29.74,8.05,2562,ข้าว
อุบลราชธานี,3940858,3621494,1302467,1697.7,13734.83,29.74,8.05,2562,ข้าว
ศรีสะเกษ,3002790,2904394,1006455,1194.3,13734.83,29.74,8.05,2562,ข้าว
สุรินทร์,3076991,2880510,1076468,1194.2,13734.83,29.74,8.05,2562,ข้าว
บุรีรัมย์,2884034,2293871,795719,1261.7,13734.83,29.74,8.05,2562,ข้าว
มหาสารคาม,2106457,1938581,697799,1228.2,13734.83,29.74,8.05,2562,ข้าว
ร้อยเอ็ด,3085728,2458025,846372,1530.7,13734.83,29.74,8.05,2562,ข้าว
กาฬสินธุ์,1485635,1378278,513207,1299.6,13734.83,29.74,8.05,2562,ข้าว
ขอนแก่น,2348246,1634793,517871,1068.6,13734.83,29.74,8.05,2562,ข้าว
ชัยภูมิ,1738598,960665,335915,774.8,13734.83,29.74,8.05,2562,ข้าว
นครราชสีมา,3558809,2057120,748184,639,13734.83,29.74,8.05,2562,ข้าว
สระบุรี,325984,321297,194122,0,13734.83,29.74,8.05,2562,ข้าว
ลพบุรี,756567,734981,377778,790.1,13734.83,29.74,8.05,2562,ข้าว
สิงห์บุรี,303955,302768,216756,0,13734.83,29.74,8.05,2562,ข้าว
ชัยนาท,848024,780920,513826,739,13734.83,29.74,8.05,2562,ข้าว
สุพรรณบุรี,1209062,1078777,790737,513.2,13734.83,29.74,8.05,2562,ข้าว
อ่างทอง,337782,328677,224163,0,13734.83,29.74,8.05,2562,ข้าว
พระนครศรีอยุธยา,810747,806785,536781,575.8,13734.83,29.74,8.05,2562,ข้าว
นนทบุรี,85693,85483,59010,0,13734.83,29.74,8.05,2562,ข้าว
กรงุเทพมหานคร,82713,82713,57053,1058.1,13734.83,29.74,8.05,2562,ข้าว
ปทุมธานี,309678,308717,221059,837,13734.83,29.74,8.05,2562,ข้าว
นครนายก,363455,359825,201355,0,13734.83,29.74,8.05,2562,ข้าว
ปราจีนบุรี,390794,384307,157268,1341.4,13734.83,29.74,8.05,2562,ข้าว
ฉะเชิงเทรา,609496,601258,376965,1081.8,13734.83,29.74,8.05,2562,ข้าว
สระแก้ว,738743,582446,182004,1356.6,13734.83,29.74,8.05,2562,ข้าว
จันทบุรี,13448,12830,4714,2538,13734.83,29.74,8.05,2562,ข้าว
ตราด,14552,14287,6333,5287.3,13734.83,29.74,8.05,2562,ข้าว
ระยอง,9890,9816,4819,946,13734.83,29.74,8.05,2562,ข้าว
ชลบุรี,67179,65453,30164,1081.8,13734.83,29.74,8.05,2562,ข้าว
สมุทรปราการ,18312,18266,13382,962.6,13734.83,29.74,8.05,2562,ข้าว
สมุทรสาคร,5031,5003,3470,0,13734.83,29.74,8.05,2562,ข้าว
นครปฐม,270197,268718,201997,694.1,13734.83,29.74,8.05,2562,ข้าว
กาญจนบุรี,375067,296811,190740,687.4,13734.83,29.74,8.05,2562,ข้าว
ราชบุรี,237911,235724,159834,956.1,13734.83,29.74,8.05,2562,ข้าว
สมุทรสงคราม,2308,2290,1596,0,13734.83,29.74,8.05,2562,ข้าว
เพชรบุรี,282877,281189,198022,585.6,13734.83,29.74,8.05,2562,ข้าว
ประจวบคีรีขันธ์,20554,20347,11550,855.1,13734.83,29.74,8.05,2562,ข้าว
ชุมพร,3439,3430,1384,1764.5,13734.83,29.74,8.05,2562,ข้าว
ระนอง,689,689,246,3828.7,13734.83,29.74,8.05,2562,ข้าว
สุราษฎร์ธานี,15873,15852,5090,1233.1,13734.83,29.74,8.05,2562,ข้าว
พังงา,2708,2708,906,0,13734.83,29.74,8.05,2562,ข้าว
ภูเก็ต,69,69,33,1688.8,13734.83,29.74,8.05,2562,ข้าว
กระบี่,7949,7934,2517,1474.1,13734.83,29.74,8.05,2562,ข้าว
ตรัง,11113,11113,4253,2035.5,13734.83,29.74,8.05,2562,ข้าว
นครศรีธรรมราช,256940,255407,124179,2130.8,13734.83,29.74,8.05,2562,ข้าว
พัทลุง,148013,148000,66650,1702.9,13734.83,29.74,8.05,2562,ข้าว
สงขลา,174684,134274,57815,1370.8,13734.83,29.74,8.05,2562,ข้าว
สตูล,18180,18180,7741,1905.7,13734.83,29.74,8.05,2562,ข้าว
ปัตตานี,74263,74213,32813,1464,13734.83,29.74,8.05,2562,ข้าว
ยะลา,23195,23017,7726,2097.2,13734.83,29.74,8.05,2562,ข้าว
นราธิวาส,34873,34787,15242,2089.2,13734.83,29.74,8.05,2562,ข้าว
เชียงราย,1335335,1325067,736491,1198.5,13259.01,24.6,8.25,2563,ข้าว
พะเยา,647786,645748,308321,811.9,13259.01,24.6,8.25,2563,ข้าว
ลำปาง,454078,450721,235808,951.4,13259.01,24.6,8.25,2563,ข้าว
ลำพูน,103166,103148,62587,1061.8,13259.01,24.6,8.25,2563,ข้าว
เชียงใหม่,562843,556649,330110,1085.1,13259.01,24.6,8.25,2563,ข้าว
แม่ฮ่องสอน,230259,229729,96411,977.6,13259.01,24.6,8.25,2563,ข้าว
ตาก,382364,374806,152473,862.8,13259.01,24.6,8.25,2563,ข้าว
กําแพงเพชร,1193667,1186846,698067,660.9,13259.01,24.6,8.25,2563,ข้าว
สุโขทัย,1134554,1090424,594980,841.5,13259.01,24.6,8.25,2563,ข้าว
แพร่,306095,304466,175531,1370.9,13259.01,24.6,8.25,2563,ข้าว
น่าน,329628,325985,167696,1213.2,13259.01,24.6,8.25,2563,ข้าว
อุตรดิตถ์,614262,576739,340649,1086.1,13259.01,24.6,8.25,2563,ข้าว
พิษณุโลก,1497547,1485707,856067,1148.6,13259.01,24.6,8.25,2563,ข้าว
พิจิตร,1732140,1694928,1010491,692.7,13259.01,24.6,8.25,2563,ข้าว
นครสวรรค์,2410916,2225881,1281898,803.8,13259.01,24.6,8.25,2563,ข้าว
อุทัยธานี,525952,392335,243917,0,13259.01,24.6,8.25,2563,ข้าว
เพชรบูรณ์,1242242,1228771,674172,939.4,13259.01,24.6,8.25,2563,ข้าว
เลย,445531,439606,156356,1121.8,13259.01,24.6,8.25,2563,ข้าว
หนองบัวลำภู,721169,711508,247500,964.5,13259.01,24.6,8.25,2563,ข้าว
อุดรธานี,2063727,2017790,735611,1217.8,13259.01,24.6,8.25,2563,ข้าว
หนองคาย,597618,594468,217129,1954.6,13259.01,24.6,8.25,2563,ข้าว
บึงกาฬ,491071,473318,151079,0,13259.01,24.6,8.25,2563,ข้าว
สกลนคร,2236939,2210028,756201,1284.6,13259.01,24.6,8.25,2563,ข้าว
นครพนม,1474372,1440193,503819,1297.2,13259.01,24.6,8.25,2563,ข้าว
มุกดาหาร,464424,458511,185181,1166,13259.01,24.6,8.25,2563,ข้าว
ยโสธร,1352845,1300388,480775,0,13259.01,24.6,8.25,2563,ข้าว
อํานาจเจริญ,1062141,1045154,371309,0,13259.01,24.6,8.25,2563,ข้าว
อุบลราชธานี,4070805,4022590,1428830,1595.1,13259.01,24.6,8.25,2563,ข้าว
ศรีสะเกษ,3010361,2954563,1035989,1572.4,13259.01,24.6,8.25,2563,ข้าว
สุรินทร์,3098497,2965707,1107820,1391.2,13259.01,24.6,8.25,2563,ข้าว
บุรีรัมย์,2985349,2772113,966603,1266,13259.01,24.6,8.25,2563,ข้าว
มหาสารคาม,2115175,2021963,737839,1265.2,13259.01,24.6,8.25,2563,ข้าว
ร้อยเอ็ด,3095784,2801665,982054,1287.4,13259.01,24.6,8.25,2563,ข้าว
กาฬสินธุ์,1506892,1481973,553665,1036.1,13259.01,24.6,8.25,2563,ข้าว
ขอนแก่น,2385713,2048113,691634,1280.7,13259.01,24.6,8.25,2563,ข้าว
ชัยภูมิ,1814558,1718665,646020,1164.1,13259.01,24.6,8.25,2563,ข้าว
นครราชสีมา,3600876,3430643,1234920,1457,13259.01,24.6,8.25,2563,ข้าว
สระบุรี,321005,319963,197102,0,13259.01,24.6,8.25,2563,ข้าว
ลพบุรี,781227,772714,385022,904.4,13259.01,24.6,8.25,2563,ข้าว
สิงห์บุรี,274079,272618,193495,0,13259.01,24.6,8.25,2563,ข้าว
ชัยนาท,835869,829444,518644,804.4,13259.01,24.6,8.25,2563,ข้าว
สุพรรณบุรี,1157093,1136585,788432,850.8,13259.01,24.6,8.25,2563,ข้าว
อ่างทอง,266109,265385,179827,0,13259.01,24.6,8.25,2563,ข้าว
พระนครศรีอยุธยา,774876,772589,509391,1093.4,13259.01,24.6,8.25,2563,ข้าว
นนทบุรี,88804,88690,60865,0,13259.01,24.6,8.25,2563,ข้าว
กรงุเทพมหานคร,83101,83056,56781,1704.2,13259.01,24.6,8.25,2563,ข้าว
ปทุมธานี,311237,310882,218611,1500.3,13259.01,24.6,8.25,2563,ข้าว
นครนายก,362464,360598,200368,0,13259.01,24.6,8.25,2563,ข้าว
ปราจีนบุรี,417021,409771,167708,1529.7,13259.01,24.6,8.25,2563,ข้าว
ฉะเชิงเทรา,597148,589545,358905,1430.1,13259.01,24.6,8.25,2563,ข้าว
สระแก้ว,748407,678515,210189,1531.2,13259.01,24.6,8.25,2563,ข้าว
จันทบุรี,13131,12992,4825,2556.5,13259.01,24.6,8.25,2563,ข้าว
ตราด,14114,13889,6176,3504.3,13259.01,24.6,8.25,2563,ข้าว
ระยอง,10032,9962,4922,1710,13259.01,24.6,8.25,2563,ข้าว
ชลบุรี,67444,65391,31116,1256.6,13259.01,24.6,8.25,2563,ข้าว
สมุทรปราการ,18552,18485,13775,1534.3,13259.01,24.6,8.25,2563,ข้าว
สมุทรสาคร,5110,5069,3561,0,13259.01,24.6,8.25,2563,ข้าว
นครปฐม,271279,270118,204836,1207.7,13259.01,24.6,8.25,2563,ข้าว
กาญจนบุรี,367782,362716,219438,1148.3,13259.01,24.6,8.25,2563,ข้าว
ราชบุรี,239377,237505,162368,1108,13259.01,24.6,8.25,2563,ข้าว
สมุทรสงคราม,2229,2222,1540,0,13259.01,24.6,8.25,2563,ข้าว
เพชรบุรี,284129,282635,197342,914.5,13259.01,24.6,8.25,2563,ข้าว
ประจวบคีรีขันธ์,21185,20874,11772,969.8,13259.01,24.6,8.25,2563,ข้าว
ชุมพร,3174,3174,1324,1768.2,13259.01,24.6,8.25,2563,ข้าว
ระนอง,676,676,254,3041.8,13259.01,24.6,8.25,2563,ข้าว
สุราษฎร์ธานี,36028,35955,10708,2060.2,13259.01,24.6,8.25,2563,ข้าว
พังงา,2745,2745,919,0,13259.01,24.6,8.25,2563,ข้าว
ภูเก็ต,69,69,34,2565,13259.01,24.6,8.25,2563,ข้าว
กระบี่,8590,8578,2626,2267.6,13259.01,24.6,8.25,2563,ข้าว
ตรัง,11848,11848,4650,2214.6,13259.01,24.6,8.25,2563,ข้าว
นครศรีธรรมราช,261578,258382,125234,3142.1,13259.01,24.6,8.25,2563,ข้าว
พัทลุง,147232,145892,65347,2286.2,13259.01,24.6,8.25,2563,ข้าว
สงขลา,182383,173639,86725,2764.2,13259.01,24.6,8.25,2563,ข้าว
สตูล,19059,19059,7525,2430.1,13259.01,24.6,8.25,2563,ข้าว
ปัตตานี,76301,76275,32565,2357.8,13259.01,24.6,8.25,2563,ข้าว
ยะลา,23477,23477,7971,3177.9,13259.01,24.6,8.25,2563,ข้าว
นราธิวาส,34897,34897,14926,3019.4,13259.01,24.6,8.25,2563,ข้าว
เชียงราย,335147,183103,25537,1904.5,18843.97,36.75,87.15,2555,ยางพารา
พะเยา,127753,26178,3568,1133.4,18843.97,36.75,87.15,2555,ยางพารา
ลำปาง,37149,2924,334,1219.3,18843.97,36.75,87.15,2555,ยางพารา
ลำพูน,6095,1141,132,925.7,18843.97,36.75,87.15,2555,ยางพารา
เชียงใหม่,26582,13562,1732,958.4,18843.97,36.75,87.15,2555,ยางพารา
แม่ฮ่องสอน,1741,265,28,1565.7,18843.97,36.75,87.15,2555,ยางพารา
ตาก,11725,3887,490,1031.4,18843.97,36.75,87.15,2555,ยางพารา
กําแพงเพชร,36320,13563,1894,1301.1,18843.97,36.75,87.15,2555,ยางพารา
สุโขทัย,25500,11431,1460,1199.1,18843.97,36.75,87.15,2555,ยางพารา
แพร่,23117,3187,435,1383.5,18843.97,36.75,87.15,2555,ยางพารา
น่าน,163179,47014,6176,1159.8,18843.97,36.75,87.15,2555,ยางพารา
อุตรดิตถ์,25267,6171,845,1475.3,18843.97,36.75,87.15,2555,ยางพารา
พิษณุโลก,144773,54713,7222,1233.5,18843.97,36.75,87.15,2555,ยางพารา
พิจิตร,4533,429,51,1077.5,18843.97,36.75,87.15,2555,ยางพารา
นครสวรรค์,18031,5111,680,1118.7,18843.97,36.75,87.15,2555,ยางพารา
อุทัยธานี,29291,16391,2541,1156.3,18843.97,36.75,87.15,2555,ยางพารา
เพชรบูรณ์,92382,12426,1781,1044.5,18843.97,36.75,87.15,2555,ยางพารา
เลย,531655,356603,58949,1052.4,18843.97,36.75,87.15,2555,ยางพารา
หนองบัวลำภู,101420,32940,4984,1038.1,18843.97,36.75,87.15,2555,ยางพารา
อุดรธานี,416580,231049,43331,888.5,18843.97,36.75,87.15,2555,ยางพารา
หนองคาย,232597,133715,22691,1552,18843.97,36.75,87.15,2555,ยางพารา
บึงกาฬ,707977,467787,80559,1634.2,18843.97,36.75,87.15,2555,ยางพารา
สกลนคร,294052,136693,20302,1741,18843.97,36.75,87.15,2555,ยางพารา
นครพนม,279522,131288,20598,2037.3,18843.97,36.75,87.15,2555,ยางพารา
มุกดาหาร,187884,97895,14982,1051.5,18843.97,36.75,87.15,2555,ยางพารา
ยโสธร,81703,42010,6409,1236.4,18843.97,36.75,87.15,2555,ยางพารา
อํานาจเจริญ,60459,14440,2286,1587.1,18843.97,36.75,87.15,2555,ยางพารา
อุบลราชธานี,412897,220372,33245,1658.9,18843.97,36.75,87.15,2555,ยางพารา
ศรีสะเกษ,267195,152731,24035,1324.3,18843.97,36.75,87.15,2555,ยางพารา
สุรินทร์,139823,65226,11103,1009.1,18843.97,36.75,87.15,2555,ยางพารา
บุรีรัมย์,213800,163654,27828,1251,18843.97,36.75,87.15,2555,ยางพารา
มหาสารคาม,9234,1838,285,1365.8,18843.97,36.75,87.15,2555,ยางพารา
ร้อยเอ็ด,76952,29497,4805,1204.1,18843.97,36.75,87.15,2555,ยางพารา
กาฬสินธุ์,335147,183103,14351,1125,18843.97,36.75,87.15,2555,ยางพารา
ขอนแก่น,70869,35289,5038,1034.4,18843.97,36.75,87.15,2555,ยางพารา
ชัยภูมิ,80903,25910,3877,1087.2,18843.97,36.75,87.15,2555,ยางพารา
นครราชสีมา,44509,18057,2690,1054,18843.97,36.75,87.15,2555,ยางพารา
สระบุรี,1657,408,58,1145.3,18843.97,36.75,87.15,2555,ยางพารา
ลพบุรี,871,347,53,1058.8,18843.97,36.75,87.15,2555,ยางพารา
สิงห์บุรี,2689,1569,1823,1189.2,18843.97,36.75,87.15,2555,ยางพารา
ชัยนาท,564,467,124,1077.8,18843.97,36.75,87.15,2555,ยางพารา
สุพรรณบุรี,5799,992,142,1201.7,18843.97,36.75,87.15,2555,ยางพารา
อ่างทอง,982,624,345,1287.4,18843.97,36.75,87.15,2555,ยางพารา
พระนครศรีอยุธยา,816,543,327,1529.6,18843.97,36.75,87.15,2555,ยางพารา
นนทบุรี,364,198,86,1437.2,18843.97,36.75,87.15,2555,ยางพารา
กรงุเทพมหานคร,324,125,79,1728.3,18843.97,36.75,87.15,2555,ยางพารา
ปทุมธานี,379,52,31,1376.4,18843.97,36.75,87.15,2555,ยางพารา
นครนายก,848,67,6,1574.6,18843.97,36.75,87.15,2555,ยางพารา
ปราจีนบุรี,22674,15709,2629,1910.8,18843.97,36.75,87.15,2555,ยางพารา
ฉะเชิงเทรา,189026,113688,24349,1654,18843.97,36.75,87.15,2555,ยางพารา
สระแก้ว,55196,27076,4120,1588.7,18843.97,36.75,87.15,2555,ยางพารา
จันทบุรี,558278,442842,104733,2624.9,18843.97,36.75,87.15,2555,ยางพารา
ตราด,302918,207813,54815,4697.2,18843.97,36.75,87.15,2555,ยางพารา
ระยอง,731851,525279,134644,5559.4,18843.97,36.75,87.15,2555,ยางพารา
ชลบุรี,216952,183228,43212,1358.7,18843.97,36.75,87.15,2555,ยางพารา
สมุทรปราการ,46198,34971,0,0,18843.97,36.75,87.15,2555,ยางพารา
สมุทรสาคร,0,0,0,0,18843.97,36.75,87.15,2555,ยางพารา
นครปฐม,0,0,0,0,18843.97,36.75,87.15,2555,ยางพารา
กาญจนบุรี,120031,69995,11776,1146.4,18843.97,36.75,87.15,2555,ยางพารา
ราชบุรี,18919,4791,762,1028.3,18843.97,36.75,87.15,2555,ยางพารา
สมุทรสงคราม,0,0,0,0,18843.97,36.75,87.15,2555,ยางพารา
เพชรบุรี,12037,3716,691,1062.8,18843.97,36.75,87.15,2555,ยางพารา
ประจวบคีรีขันธ์,159917,79687,15976,1175.8,18843.97,36.75,87.15,2555,ยางพารา
ชุมพร,587648,462656,105636,2084.1,18843.97,36.75,87.15,2555,ยางพารา
ระนอง,270397,194812,44174,5559.4,18843.97,36.75,87.15,2555,ยางพารา
สุราษฎร์ธานี,2847516,2494489,579418,1559,18843.97,36.75,87.15,2555,ยางพารา
พังงา,711970,564638,145486,0,18843.97,36.75,87.15,2555,ยางพารา
ภูเก็ต,88528,77001,20100,2788.3,18843.97,36.75,87.15,2555,ยางพารา
กระบี่,814167,683757,187090,2764.1,18843.97,36.75,87.15,2555,ยางพารา
ตรัง,1546030,1253051,315519,2572.9,18843.97,36.75,87.15,2555,ยางพารา
นครศรีธรรมราช,1841800,1666404,426156,2771.5,18843.97,36.75,87.15,2555,ยางพารา
พัทลุง,749882,625802,164349,2111.5,18843.97,36.75,87.15,2555,ยางพารา
สงขลา,2039299,1665037,430730,2686.9,18843.97,36.75,87.15,2555,ยางพารา
สตูล,432364,320005,81924,2595.7,18843.97,36.75,87.15,2555,ยางพารา
ปัตตานี,332702,269159,68497,1735.9,18843.97,36.75,87.15,2555,ยางพารา
ยะลา,1346139,1093790,270587,2147.4,18843.97,36.75,87.15,2555,ยางพารา
นราธิวาส,1005542,823623,202207,3026.9,18843.97,36.75,87.15,2555,ยางพารา
เชียงราย,340552,192996,31359,2141.5,16028.76,38.32,74.75,2556,ยางพารา
พะเยา,131097,33118,4950,1177.7,16028.76,38.32,74.75,2556,ยางพารา
ลำปาง,42979,3766,496,1101.4,16028.76,38.32,74.75,2556,ยางพารา
ลำพูน,7751,1709,222,1137,16028.76,38.32,74.75,2556,ยางพารา
เชียงใหม่,28964,14057,2144,1288,16028.76,38.32,74.75,2556,ยางพารา
แม่ฮ่องสอน,2063,418,51,1250.6,16028.76,38.32,74.75,2556,ยางพารา
ตาก,13614,5019,703,1142.5,16028.76,38.32,74.75,2556,ยางพารา
กําแพงเพชร,37400,16421,2575,1526.9,16028.76,38.32,74.75,2556,ยางพารา
สุโขทัย,26063,13884,2057,1507.2,16028.76,38.32,74.75,2556,ยางพารา
แพร่,26694,4897,687,1148.8,16028.76,38.32,74.75,2556,ยางพารา
น่าน,200201,53066,7912,1053.2,16028.76,38.32,74.75,2556,ยางพารา
อุตรดิตถ์,30654,8032,1157,1345.6,16028.76,38.32,74.75,2556,ยางพารา
พิษณุโลก,163067,64209,9933,1470.8,16028.76,38.32,74.75,2556,ยางพารา
พิจิตร,5043,1173,137,1225.5,16028.76,38.32,74.75,2556,ยางพารา
นครสวรรค์,18849,6398,953,1050.8,16028.76,38.32,74.75,2556,ยางพารา
อุทัยธานี,30516,17131,2895,0,16028.76,38.32,74.75,2556,ยางพารา
เพชรบูรณ์,117866,18508,2755,1381.4,16028.76,38.32,74.75,2556,ยางพารา
เลย,581953,370416,76305,1548.5,16028.76,38.32,74.75,2556,ยางพารา
หนองบัวลำภู,102330,42822,6695,0,16028.76,38.32,74.75,2556,ยางพารา
อุดรธานี,463205,265606,50981,1350.1,16028.76,38.32,74.75,2556,ยางพารา
หนองคาย,239669,142595,26141,1309.4,16028.76,38.32,74.75,2556,ยางพารา
บึงกาฬ,775994,511767,92165,0,16028.76,38.32,74.75,2556,ยางพารา
สกลนคร,320542,154771,24926,2044.3,16028.76,38.32,74.75,2556,ยางพารา
นครพนม,295034,146514,24561,2054.5,16028.76,38.32,74.75,2556,ยางพารา
มุกดาหาร,199985,117600,19372,1751.7,16028.76,38.32,74.75,2556,ยางพารา
ยโสธร,96004,44307,8027,0,16028.76,38.32,74.75,2556,ยางพารา
อํานาจเจริญ,69105,23538,3559,0,16028.76,38.32,74.75,2556,ยางพารา
อุบลราชธานี,441051,255662,41794,1798.6,16028.76,38.32,74.75,2556,ยางพารา
ศรีสะเกษ,295214,167527,28719,1618.8,16028.76,38.32,74.75,2556,ยางพารา
สุรินทร์,149013,70934,12997,1608.3,16028.76,38.32,74.75,2556,ยางพารา
บุรีรัมย์,222594,156559,30834,1347.7,16028.76,38.32,74.75,2556,ยางพารา
มหาสารคาม,10638,2218,363,1139.7,16028.76,38.32,74.75,2556,ยางพารา
ร้อยเอ็ด,79717,35300,5880,1606.5,16028.76,38.32,74.75,2556,ยางพารา
กาฬสินธุ์,163306,91374,16400,1020.6,16028.76,38.32,74.75,2556,ยางพารา
ขอนแก่น,76104,45511,6720,943,16028.76,38.32,74.75,2556,ยางพารา
ชัยภูมิ,91996,33334,5119,1333.3,16028.76,38.32,74.75,2556,ยางพารา
นครราชสีมา,47117,19818,3202,1306,16028.76,38.32,74.75,2556,ยางพารา
สระบุรี,1904,462,72,0,16028.76,38.32,74.75,2556,ยางพารา
ลพบุรี,1066,471,77,1065.2,16028.76,38.32,74.75,2556,ยางพารา
สิงห์บุรี,0,0,0,0,16028.76,38.32,74.75,2556,ยางพารา
ชัยนาท,0,0,0,1286.2,16028.76,38.32,74.75,2556,ยางพารา
สุพรรณบุรี,6570,1132,186,1048.9,16028.76,38.32,74.75,2556,ยางพารา
อ่างทอง,0,0,0,0,16028.76,38.32,74.75,2556,ยางพารา
พระนครศรีอยุธยา,0,0,0,905.8,16028.76,38.32,74.75,2556,ยางพารา
นนทบุรี,0,0,0,0,16028.76,38.32,74.75,2556,ยางพารา
กรงุเทพมหานคร,0,0,0,1772.9,16028.76,38.32,74.75,2556,ยางพารา
ปทุมธานี,415,133,21,1202.5,16028.76,38.32,74.75,2556,ยางพารา
นครนายก,856,74,9,0,16028.76,38.32,74.75,2556,ยางพารา
ปราจีนบุรี,24236,18503,4179,2128.7,16028.76,38.32,74.75,2556,ยางพารา
ฉะเชิงเทรา,191608,123699,29886,1777,16028.76,38.32,74.75,2556,ยางพารา
สระแก้ว,59646,29212,7025,2015.3,16028.76,38.32,74.75,2556,ยางพารา
จันทบุรี,597757,484654,116259,3081.4,16028.76,38.32,74.75,2556,ยางพารา
ตราด,323463,230724,62067,4190.1,16028.76,38.32,74.75,2556,ยางพารา
ระยอง,734736,533714,139640,0,16028.76,38.32,74.75,2556,ยางพารา
ชลบุรี,228440,194549,46214,1423.6,16028.76,38.32,74.75,2556,ยางพารา
สมุทรปราการ,0,0,0,1726,16028.76,38.32,74.75,2556,ยางพารา
สมุทรสาคร,0,0,0,0,16028.76,38.32,74.75,2556,ยางพารา
นครปฐม,0,0,0,956.9,16028.76,38.32,74.75,2556,ยางพารา
กาญจนบุรี,128629,78757,13478,1129.4,16028.76,38.32,74.75,2556,ยางพารา
ราชบุรี,19117,6973,1102,1350.2,16028.76,38.32,74.75,2556,ยางพารา
สมุทรสงคราม,0,0,0,0,16028.76,38.32,74.75,2556,ยางพารา
เพชรบุรี,14604,5027,646,1137.8,16028.76,38.32,74.75,2556,ยางพารา
ประจวบคีรีขันธ์,164117,88504,18566,1418.5,16028.76,38.32,74.75,2556,ยางพารา
ชุมพร,588882,474906,117221,1930.5,16028.76,38.32,74.75,2556,ยางพารา
ระนอง,269956,206224,48719,4091.7,16028.76,38.32,74.75,2556,ยางพารา
สุราษฎร์ธานี,2913105,2509017,613858,1435.3,16028.76,38.32,74.75,2556,ยางพารา
พังงา,709101,569186,151161,0,16028.76,38.32,74.75,2556,ยางพารา
ภูเก็ต,88492,78181,19394,2598.6,16028.76,38.32,74.75,2556,ยางพารา
กระบี่,809097,695670,193088,2523.5,16028.76,38.32,74.75,2556,ยางพารา
ตรัง,1542246,1274109,329107,2242.2,16028.76,38.32,74.75,2556,ยางพารา
นครศรีธรรมราช,1848296,1695434,440981,2840.6,16028.76,38.32,74.75,2556,ยางพารา
พัทลุง,775846,653448,176515,2418.4,16028.76,38.32,74.75,2556,ยางพารา
สงขลา,2066960,1704035,443489,2793.6,16028.76,38.32,74.75,2556,ยางพารา
สตูล,436970,342496,87351,1954.8,16028.76,38.32,74.75,2556,ยางพารา
ปัตตานี,341615,285489,75149,1625.8,16028.76,38.32,74.75,2556,ยางพารา
ยะลา,1360659,1094588,281303,2655.9,16028.76,38.32,74.75,2556,ยางพารา
นราธิวาส,1001836,853497,220453,2995.6,16028.76,38.32,74.75,2556,ยางพารา
เชียงราย,345102,232230,36803,1470,15922.24,38.4,53.93,2557,ยางพารา
พะเยา,151677,47338,6641,1141.5,15922.24,38.4,53.93,2557,ยางพารา
ลำปาง,42737,5435,831,1145.8,15922.24,38.4,53.93,2557,ยางพารา
ลำพูน,8552,3018,380,788,15922.24,38.4,53.93,2557,ยางพารา
เชียงใหม่,30333,14706,2635,1064.4,15922.24,38.4,53.93,2557,ยางพารา
แม่ฮ่องสอน,2059,445,74,1024.9,15922.24,38.4,53.93,2557,ยางพารา
ตาก,15127,7083,1041,926.7,15922.24,38.4,53.93,2557,ยางพารา
กําแพงเพชร,38144,18745,3099,1281.1,15922.24,38.4,53.93,2557,ยางพารา
สุโขทัย,36262,22907,3209,1212.5,15922.24,38.4,53.93,2557,ยางพารา
แพร่,33370,8723,1189,1046.1,15922.24,38.4,53.93,2557,ยางพารา
น่าน,217212,65491,6912,1048,15922.24,38.4,53.93,2557,ยางพารา
อุตรดิตถ์,34171,11146,1629,1224.9,15922.24,38.4,53.93,2557,ยางพารา
พิษณุโลก,176951,86704,13764,1327.1,15922.24,38.4,53.93,2557,ยางพารา
พิจิตร,5048,1921,242,766.6,15922.24,38.4,53.93,2557,ยางพารา
นครสวรรค์,18991,8977,1170,986.6,15922.24,38.4,53.93,2557,ยางพารา
อุทัยธานี,36968,17662,2956,0,15922.24,38.4,53.93,2557,ยางพารา
